simulation_number,shower_length,total_water,water_type,heat_type,total_heat,total_CO2eq
179,5.683909963394103,64.59891561371575,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",9.302243848375067,0.6823291058923426
180,12.491475963826003,141.9684349109744,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",20.443454627180312,2.3326242135782342
181,9.59380067730887,109.03570330276771,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.70114127559855,0.5241380891788515
182,14.589962337177457,165.81820470354768,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",23.877821477310864,1.7514626411472225
183,8.436664999390734,95.88459596770056,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",13.80738181934888,1.050738613969055
184,13.129480552557567,149.2195006129411,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",21.487608088263514,0.007692071373491518
185,8.767955274628424,99.64978448608883,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",14.349568965996792,1.0759515423841173
186,11.256419062189522,127.93173533607292,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",18.4221698883945,1.9604285418500422
187,15.112809136352935,171.7604762167068,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",24.733508575205775,1.8142281654601806
188,9.171585250001126,104.23712997294405,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.010146716103941,0.5010711947608418
189,8.0608343868923,91.61319649476803,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",13.192300295246596,0.9676687272277102
190,9.979380996381598,113.41791038460106,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",16.33217909538255,0.5452034978173433
191,8.723068148346801,99.13963219629478,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",14.276107036266447,1.0785437954741635
192,9.31683080346765,105.88787836834062,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",15.24785448504105,1.1433062965239291
193,9.881313387529929,112.30334994478984,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",16.171682392049735,0.6521527744229266
194,7.411972237140773,84.23873216885825,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",12.130377432315587,0.9231189617927035
195,9.986857982499098,113.50288801414831,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",16.344415874037356,1.7303164576987535
196,11.751937979965625,133.56341932835483,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",19.233132383283092,1.4623771778248835
197,11.168131689480777,126.92832948057917,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",18.277679445203397,1.3406864920887889
198,10.53394172026244,119.7206177876697,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",17.239768961424435,0.10543249083793316
199,7.217810711415515,82.0320427426474,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",11.812614154941226,0.3943306351239695
200,8.657594283460915,98.39550699024709,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",14.16895300659558,1.5078147715791552
201,20.63578104452633,234.53029462177676,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",33.77236242553585,1.1273945758507422
202,11.481027987828377,130.48446631296676,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",18.789763149067213,0.8053398365911603
203,11.126873290156231,126.45941848911586,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",18.210156262432683,1.335733597531526
204,11.197392762173344,127.26088815547155,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",18.325567894387902,0.739012160607119
205,9.721924865499293,110.49186352949421,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",15.910828348247165,2.297814953283724
206,6.431400714697759,73.09431618770084,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",10.525581531028921,0.42446339418895723
207,7.1382750277418845,81.12810180216776,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",11.682446659512157,0.8569194179114485
208,7.557938791155534,85.89767489771066,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",12.369265185270335,0.9412982654230344
209,6.296422402805732,71.56025730292778,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",10.3046770516216,1.0959158711787222
210,14.383430750775137,163.47092675447837,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",23.539813452644882,0.7858099373878519
211,7.311597173323748,83.0979469841884,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",11.966104365723128,1.266802526203532
212,10.91276458477732,124.02602487802581,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",17.859747582435716,1.359122726244029
213,13.012462952661977,147.88956926116774,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",21.296097973608152,2.4299119054920872
214,7.4470695829256055,84.63762140060567,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",12.187817481687215,0.40685573449619294
215,12.712142046220857,144.47635458726043,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",20.8045950605655,0.00744756835870751
216,7.613052663268131,86.52405645489155,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",12.459464129504383,0.9473462578956556
217,9.893077078733292,112.43704694214658,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",16.190934759669105,2.3382674480620294
218,11.844846642417872,134.61934718157366,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",19.385185994146607,1.4219232308399814
