simulation_number,shower_length,total_water,water_type,heat_type,total_heat,total_CO2eq
505,6.1512130790270225,69.9099206660849,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",10.067028575916225,0.4059714046329669
506,9.639518886324222,109.55530103482421,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",15.775963349014685,1.66118513146876
507,8.411143682594211,95.5945404600118,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",13.765613826241697,1.047560079199762
508,6.389365356232145,72.61657488078349,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",10.456786782832822,1.1120929398786943
509,8.161583480428561,92.7582326113537,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",13.357185496034932,1.4064914739846452
510,5.2947531585260945,60.17606096610974,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",8.665352779119802,0.9215715924358463
511,10.96902902845601,124.66548293993397,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",17.951829543350488,1.9004867683282405
512,13.679698119842284,155.47284706408453,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",22.38808997722817,1.691394963354916
513,9.955164567971837,113.14268522702773,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",16.29254667269199,0.6570268483775467
514,10.778821353384716,122.50372991602181,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",17.64053710790714,1.2939514496173474
515,9.749021487023363,110.79982272985511,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",15.955174473099135,0.04613766034125947
516,6.971045596411781,79.22750168847908,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",11.408760243140987,0.867456755060161
517,12.466184543429343,141.68099222759676,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",20.402062880773933,0.6402635189145878
518,9.81413872297237,111.53989476779365,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",16.061744846562284,1.8326655462425703
519,11.130096616880016,126.49605232258018,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",18.215431534451547,2.078403940669917
520,11.124818136255923,126.43606120262923,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",18.20679281317861,0.5713709100318369
521,5.443787858310594,61.86987386196802,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",8.909261836123394,0.0031893116091416683
522,6.9038693250267364,78.46402824952699,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",11.298820067931885,1.2892097620467953
523,7.324903533744159,83.24917676429746,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",11.987881454058833,0.48343332253180027
524,7.823137587298598,88.91171888560571,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",12.80328751952722,0.9391342420256623
525,9.620302088572245,109.3368978045935,"tap water production, conventional with biological treatment","Heat, borehole heat pump {CH}",15.744513283861464,0.49306762619128014
526,8.16621149216696,92.81083100606324,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",13.364759664873105,0.57282113027185
527,9.0516574157556,102.87412315298094,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",14.813873734029254,1.5754748312277744
528,10.776139566038133,122.47325079942574,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",17.636148115117305,0.0063133369474030285
529,13.645217103001025,155.08096254945482,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",22.331658607121494,1.6380500123260013
530,6.381259134631108,72.52444584838784,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",10.443520202167848,0.7889961800050338
531,8.743309006971916,99.3696741087624,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",14.309233071661785,0.5770460871860924
532,14.639633114007248,166.38272425814304,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",23.959112293172595,0.9661951784549306
533,8.655909072856492,98.37635419255543,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",14.16619500372798,1.070240065301703
534,8.494406155764805,96.54083720165207,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",13.901880557037897,2.0076861068170024
535,7.661525415410781,87.07496018936199,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",12.538794267268125,0.954199389979189
536,13.83516705755639,157.23978652171633,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",22.642529259127148,0.7558566483634626
537,9.75736460513237,110.89464414436554,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",15.968828756788637,1.1713299312908094
538,7.841669049492546,89.12233312301892,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",12.833615969714723,0.9413588648840658
539,16.534474660725955,187.91802477594916,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",27.060195567736677,2.0592747239545846
540,9.54910274991358,108.52770130088656,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",15.627988987327663,2.256967770555514
541,6.114054033929509,69.48759975776652,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",10.006214365118378,1.0648294069639346
542,6.570763215751788,74.67820236874262,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",10.753661141098936,0.33155035975421265
543,7.014127475465118,79.71713693734306,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",11.479267718977399,1.3097990688830508
544,9.271232494312448,105.3696433251722,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",15.173228638824796,1.1129718484468578
545,15.643656684482208,177.7936780418943,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",25.60228963803278,0.15657478784848933
546,7.1896783130207735,81.71231170510153,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",11.76657288553462,0.3927936778705722
547,14.634527368148689,166.3246963076677,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",23.950756268304147,0.06925852546999232
548,7.398526049976994,84.08591322634977,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",12.108371504594366,0.8881614411758725
549,11.223318232647207,127.55553696063787,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",18.367997322331853,0.5764298772009177
550,15.504039675211363,176.20689931770409,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",25.373793501749386,2.7001981469715886
551,7.534325419830865,85.62930361959725,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",12.330619721222003,0.9315644216515622
552,10.191668332025422,115.83060371884363,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",16.679606935513483,1.269314291606702
553,13.85319538316508,157.44468249863235,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",22.672034279803057,1.725336648663966
554,10.606797371022065,120.54863865107426,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",17.35900396575469,1.3016033537637584
555,14.118906655590342,160.46455089478175,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",23.10689532884857,0.7713581931359779
556,11.29681061050643,128.39079437079295,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",18.48827438939418,1.3967682913170338
557,6.408005078010711,72.82841951273429,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",10.487292409833737,0.3500885259145331
558,6.972437452448025,79.24332044549861,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",11.4110381441518,0.004084890206946397
559,12.401114480475057,140.94145632135712,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",20.295569710275423,1.5444882357930467
560,8.493530861789482,96.53088928868138,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",13.900448057570118,1.5860588295857305
561,13.904667868542608,158.02967887625718,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",22.75627375818103,0.7596536860018259
562,8.899545651196991,101.14533872362533,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",14.564928776202047,1.0920995340420534
563,6.891951022177726,78.32857405602985,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",11.279314664068298,0.004037736219112804
564,8.65635735719767,98.3814490449569,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",14.166928662473792,0.005071435869794738
565,8.519737372375792,96.82873217795967,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",13.94333743362619,1.5909525620256795
566,15.807666393345045,179.65768528530495,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",25.87070668108391,3.7362037577610288
567,9.786630604330014,111.22725881009659,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",16.016725268653907,1.7044488002154885
568,13.576758194754271,154.3029116539761,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",22.21961927817256,2.352300211712944
569,11.667798729053503,132.6071578104071,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",19.09543072469862,2.0320748119472425
570,10.130162052981765,115.13157101859969,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",16.578946226678354,0.005934882893854642
571,4.949658761016045,56.25398549216858,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",8.100573910872274,0.8615066217125358
572,10.942653835200328,124.36572293416467,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",17.90866410251971,1.342817669910871
573,10.384289925438924,118.0197914678466,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",16.99484997136991,0.006083766905305744
574,11.51991470217315,130.92642257100584,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",18.85340485022484,1.985235077052242
575,4.687212915143506,53.27122940351185,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",7.671057034105706,0.2560764918462832
576,10.96708413227836,124.64337875727334,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",17.94864654104736,1.3458156112778932
577,9.904865213117558,112.57102174175401,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",16.210227130812576,2.341053619713655
578,8.77288723568205,99.70583733315453,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",14.357640575974251,1.0765567634346833
579,12.522999252339856,142.32670417767426,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",20.49504540158509,1.5583258127944493
580,8.32216307343996,94.58325581633667,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",13.61998883755248,0.03938499199104542
581,10.573341541315324,120.16840561889546,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",17.304250409120947,1.3157160452792434
582,12.84817669814041,146.02241901412285,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",21.027228338033687,1.5423687171768672
583,11.988872226290313,136.25623034804033,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",19.620897170117807,1.493145809038774
584,6.455552648073569,73.36880834470193,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",10.565108401637078,0.8033103032779445
585,9.334816051447847,106.09228475831637,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",15.277289005197556,0.654793215507483
586,8.834537914725233,100.4065111718831,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",14.458537608751165,1.0923262196012977
587,9.941615668245005,112.98869893312984,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",16.270372646370696,1.2381716553423865
588,11.712657077828407,133.11698303736236,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",19.168845557380177,2.0386317759663153
589,11.422495425084872,129.81923056756023,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",18.69396920172867,1.4017009879212037
590,7.355925320167572,83.60174634690149,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",12.038651473953815,0.8830474055791746
591,12.397593039371145,140.90143435088692,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",20.289806546527714,1.5328720152165227
592,7.615614107177677,86.55316784124842,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",12.463656169139773,0.9484813978126351
593,9.755305337736598,110.87124010707743,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",15.965458575419149,0.046167398932996935
594,4.676732256117812,53.15211435553656,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",7.653904467197264,0.8733202491550442
595,11.707420493108975,133.05746807379447,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",19.1602754026264,1.4580925973676333
596,10.523612866966632,119.60322804597084,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",17.2228648386198,1.9651508163564646
597,8.13103700693837,92.41106506718116,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",13.307193369674085,0.9760962518148049
598,12.464719943063546,141.66434671490438,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",20.39966592694623,0.058989819208776835
599,8.225144203097592,93.48061452564984,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",13.461208491693576,0.9873934186290049
600,9.970965262228594,113.32226367241198,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",16.318405968827324,1.1969717775398045
601,6.353197741796734,72.20552180501178,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",10.397595139921696,1.5016031263598109
602,10.789320045848664,122.62304991808038,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",17.657719188203576,1.324001455413299
603,11.403256013596403,129.60057032712618,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",18.66248212710617,1.9860018035548441
604,13.163540993897168,149.60660519236495,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",21.54335114770055,0.8687751763073981
605,6.4957687473078245,73.82587336112158,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",10.630925764001507,0.4556474687664571
606,9.2628584321062,105.27447022403419,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",15.159523712260922,0.005426762155371738
607,7.472343379078006,84.92486378048183,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",12.229180384389382,0.8970228961407183
608,8.337678320679178,94.75959009214101,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",13.645380973268304,0.5848487176796353
609,11.124070736466706,126.42756683585982,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",18.205569624363815,1.9273491928736532
610,5.091554203602996,57.86665912364386,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",8.332798913804716,0.6248053767280584
611,7.18948090115783,81.7100680748615,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",11.766249802780054,0.4744956194049786
612,9.2176642672162,104.76082837137224,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",15.085559285477602,0.6083528666493182
613,6.043772774121142,68.68883742676095,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",9.891192589453576,0.0035408203209264634
614,7.83038792359552,88.9941205889459,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",12.815153364808209,0.9608988298831865
615,8.886820259974172,101.00071178916497,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",14.544102497639754,1.5397246440662913
616,6.584112054102226,74.82991492008398,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",10.775507748492092,0.8193078639944434
617,6.432555326759765,73.10743861357325,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",10.527471160354548,0.7722007830838488
618,6.647820868768696,75.55397993325171,"tap water production, conventional with biological treatment","Heat, borehole heat pump {CH}",10.879773110388246,0.3407195766754866
619,10.797138136552688,122.71190427800202,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",17.67051421603229,0.7125959187233698
620,11.68351814890455,132.78581255388372,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",19.121157007759255,1.455115696421373
621,6.718122064586379,76.35296884148873,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",10.994827513174377,1.1700344639164362
622,9.133169847420668,103.80053027915156,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",14.947276360197824,0.4989724461646593
623,10.12728824506501,115.09890954501898,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",16.574242974482733,0.553284114176612
624,9.343998292881238,106.19664299821117,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",15.292316591742408,1.6189350099114543
625,7.44961437317853,84.66654351440796,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",12.191982266074746,0.004364450309674677
626,5.346767589483229,60.767216677184535,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",8.750479201514572,0.6653362969855388
627,8.076461573621927,91.79080298806727,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",13.217875630281686,0.9985956055228462
628,9.042406589970515,102.76898543649764,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",14.798733902855659,1.109630582342973
629,11.750481197341868,133.54686266605972,"tap water production, conventional with biological treatment","Heat, borehole heat pump {CH}",19.2307482239126,0.602245315920062
630,6.101335052275954,69.34304566950298,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",9.985398576408429,0.0035745439058173633
631,11.656087236704998,132.47405406478057,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",19.0762637853284,0.7692853502577777
632,8.265042321617646,93.93406561970691,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",13.526505449237794,1.4319958066624103
633,13.925770484503312,158.26951485473916,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",22.79081013908244,2.600460467518376
634,10.061595505346437,114.35229677725097,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",16.466730735924138,1.2346994098098185
635,8.09452027563182,91.99604419961766,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",13.247430364744941,1.4024512689222326
636,5.48633628970447,62.35344635815649,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",8.978896275574535,0.6783454931814259
637,7.152080879409696,81.28500841268907,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",11.705041211427226,0.8843026703486954
638,15.129611483202273,171.95143866917758,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",24.76100716836157,1.8706661825443895
639,8.028614043472782,91.24700504222795,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",13.139568726080824,0.9990575143226971
640,17.853436070723124,202.90831796688423,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",29.218797787231328,1.178301649778454
641,7.224051645365775,82.10297236120225,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",11.822828020013123,0.8932013309755945
642,10.707399892924977,121.69200894806828,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",17.52364928852183,1.2853776084462396
643,10.875947126577033,123.60758618165147,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",17.79949241015781,0.006371810462498015
644,10.619235140724408,120.68999670223957,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",17.379359525122496,1.839881708978737
645,10.86810982479191,123.51851348347064,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",17.78666594161977,1.3046701491136683
646,8.500077451671299,96.60529275567094,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",13.911162156816616,0.4289005165007834
647,10.654391121403032,121.08955233274779,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",17.43689553591568,1.2790141319116075
648,8.817701610660206,100.21516278801565,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",14.430983441474252,0.4817374707494069
649,12.824342929273717,145.7515428683549,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",20.988222173043106,3.031083592663638
650,13.18932998922114,149.89970292674585,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",21.5855572214514,2.4629395743805738
651,12.02894048346332,136.7116151061694,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",19.68647257528839,2.094971599912161
652,10.677301248152263,121.3499310780313,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",17.474390075236506,0.7046868527739815
653,8.311800967338574,94.46548814902054,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",13.603030293458957,0.9977961929243183
654,11.997728032482957,136.35687857797612,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",19.63539051522856,0.6554718465546774
655,10.729871729044659,121.94740642173159,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",17.560426524729348,1.8490864107485365
656,7.929308550899156,90.11837577539286,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",12.977046111656572,0.9518796125772462
657,14.493000706443194,164.71621395388587,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",23.719134809359563,1.778495210735721
658,6.183137342928953,70.27274710828972,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",10.11927558359372,0.742259219794355
659,6.665799531087356,75.7583114757023,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",10.90919685250113,0.36417260964540354
660,7.195368562029955,81.7769826653969,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",11.775885503817152,0.889654876787594
661,11.899036686970486,135.23522923067415,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",19.473873009217076,2.221993715927684
662,6.2679203120691716,71.23632462873636,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",10.258030746538035,1.0859757583939964
663,12.486100329390984,141.90733961610266,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",20.434656904718782,2.331620382238945
664,9.715215146379116,110.41560606200659,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",15.899847272928948,1.209974758752986
665,7.546512648789842,85.76781421884255,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",12.350565247513325,0.9260633374331148
666,6.605380343225937,75.07163381134,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",10.81031526883296,1.1383098828127427
667,7.844251901372383,89.15168781577495,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",12.837843045471592,0.4028809543231349
668,12.232457035412073,139.0246265102912,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",20.01954621748193,1.5221715795135926
669,10.040557425216166,114.11319426300241,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",16.432299973872347,1.2494179305836712
670,7.6169413151007594,86.56825185791604,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",12.465828267539909,0.9143812605475619
671,16.38119822711361,186.1760036207473,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",26.80934452138761,2.0254157608105086
672,10.096787944084658,114.75226676180957,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",16.524326413700575,0.5516177913069872
673,9.520498447425387,108.2026069671402,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",15.581175403268187,1.1771402396114607
674,13.220265314456578,150.25128985849477,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",21.636185739623244,1.6465088105096555
675,14.444731460342599,164.16762311137222,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",23.640137728037597,2.697369827281026
676,12.843640950187083,145.97086921809,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",21.019805167404957,1.5760955499134022
677,10.825760590020323,123.03720490171374,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",17.717357505846778,0.006342408048622064
678,11.804913092995594,134.16549340734085,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",19.31983105065708,1.4595914597979045
679,7.135725277382276,81.09912331563699,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",11.678273757451725,1.3325059113643756
680,9.048039903372011,102.83300931080117,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",14.807953340755368,1.0861785315225967
681,8.841931018381619,100.49053545838623,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",14.470637106007617,1.0850294075302345
682,7.164201881502495,81.4227663286992,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",11.724878351332684,0.0041972378104390955
683,8.87940933441386,100.91648495271376,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",14.531973833190781,0.4480410056737979
684,8.573589360871734,97.44077214391346,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",14.031471188723538,1.0677917639769714
685,14.825915056539678,168.49986044846116,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",24.263979904578406,0.8099841813935251
686,8.676434623326902,98.60963169190049,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",14.19978696363367,1.0796704339040442
